"x","y","Cprod","Infra","Econ","Lprod","Nat","Fprod","FR","BT"
2843,2674,0.3310108,0.4832622,0.4704797,0.1899214,0.4912201,0.5015004,"Forester",0
2843,2675,0.3344263,0.4895074,0.5021437,0.1893094,0.4907704,0.5025464,"Forester",0
2843,2676,0.3344263,0.4929312,0.5654716,0.1885172,0.4903739,0.5036826,"Forester",0
2843,2677,0.3344263,0.4976817,0,0.1877119,0.4900236,0.5048683,"Forester",0
2843,2678,0.3387777,0.5147124,0.4704797,0.1867997,0.4896291,0.5060667,"Forester",0
2843,2679,0.3439318,0.5337925,0.4704797,0.1856787,0.4892794,0.5073314,"Forester",0
2843,2680,0.3439318,0.5554835,0.5021437,0.1845536,0.4890566,0.5085874,"Forester",0
2843,2681,0.3384773,0.580615,0.5654716,0.1834432,0.4888797,0.5099127,"Forester",0
2843,2682,0.3384773,0.5959291,0.4704797,0.1822501,0.4887468,0.5112803,"Forester",0
2843,2683,0.3459271,0.5968061,0,0.1809746,0.4886619,0.5127642,"Forester",0
2843,2684,0,0,0,0,0,0,"UNMANAGED",0
2843,2685,0,0,0,0,0,0,"UNMANAGED",0
2843,2686,0.3384773,0.5456878,0.5021437,0.1767928,0.4888916,0.5170786,"NCConv_Livestock",4
2843,2687,0.3384773,0.5252148,0.5277077,0.1753373,0.4892484,0.5184884,"Forester",0
2843,2688,0.3384773,0.5070833,0.5277077,0.1737393,0.4895427,0.5198799,"NCConv_Cereal",2
2843,2689,0.3459271,0.4962305,0,0.1721522,0.4898241,0.521147,"NCConv_Cereal",3
2843,2690,0.3384773,0.4824654,0.5876503,0.1705272,0.4900924,0.5223313,"NCConv_Livestock",1
2843,2691,0.349667,0.4764862,0,0.1688719,0.4903478,0.5233842,"Forester",0
2843,2692,0,0,0,0,0,0,"UNMANAGED",0
2843,2693,0,0,0,0,0,0,"UNMANAGED",0
2843,2694,0.2843074,0.4479655,0.4388157,0.1641342,0.4910525,0.5259627,"NCConv_Livestock",5
2843,2695,0.2845599,0.4431527,0.4890019,0.1626104,0.4912561,0.5266173,"Forester",0
2843,2696,0.2818619,0.4384815,0.5523299,0.1610659,0.4914466,0.5271757,"Forester",0
2843,2697,0.2818619,0.4339289,0.5523299,0.1595361,0.4916242,0.5276225,"Forester",0
2843,2698,0.314817,0.4295178,0.4890019,0.1579895,0.4917887,0.5279729,"Forester",0
2843,2699,0.314817,0.4203429,0.4890019,0.1565723,0.4919156,0.5282828,"Forester",0
2843,2700,0.314817,0.416289,0.4890019,0.1551549,0.4919384,0.5285521,"NCConv_Livestock",5
2843,2701,0.3139471,0.4078286,0.5523299,0.1538669,0.4918134,0.5287809,"NCConv_Cereal",5
2843,2702,0.3107555,0.4040785,0.5523299,0.1525786,0.491579,0.5289691,"NCConv_Cereal",5
2843,2703,0.3093343,0.4030249,0.4890019,0.1513124,0.4914044,0.5291527,"NCConv_Cereal",1
2843,2704,0.314817,0.4087097,0.5523299,0.1501502,0.4912896,0.5292966,"Forester",0
2843,2705,0.3139471,0.4182078,0.4890019,0.148999,0.4913132,0.5294338,"NCConv_Cereal",2
2843,2706,0.3107262,0.4283107,0.5756651,0.1479643,0.4913964,0.5295698,"NCConv_Cereal",1
2843,2707,0.3139471,0.4391006,0.5756651,0.1470596,0.4915036,0.5297018,"NCConv_Cereal",4
2843,2708,0.3139471,0.4506778,0.5523299,0.1462847,0.4916284,0.5298296,"NCConv_Cereal",4
2843,2709,0.3139471,0.4631663,0.4890019,0.1457714,0.4918128,0.5299708,"Forester",0
2843,2710,0.3139247,0.4767219,0.5251346,0.1455288,0.492058,0.5301067,"Forester",0
2843,2711,0.3124,0.4915442,0.4749484,0.1452996,0.4923632,0.5302222,"Forester",0
2843,2712,0.283799,0.5078945,0.5251346,0.1450833,0.4927286,0.5303336,"NCConv_Livestock",4
2843,2713,0.2919816,0.5261245,0.5844878,0.1448784,0.4931539,0.5304576,"NCConv_Livestock",4
2843,2714,0.3004338,0.5467231,0.5251346,0.144689,0.4936108,0.5304842,"NCConv_Livestock",3
2843,2715,0.29487,0.5703992,0.5699403,0.1445116,0.4942864,0.530447,"Forester",0
2843,2716,0.3183469,0.5982365,0.5699403,0.1443509,0.4951515,0.5303304,"NCConv_Livestock",5
2843,2717,0.3176573,0.6320165,0.5699403,0.1441969,0.4962062,0.5301487,"NCConv_Cereal",4
2843,2718,0.3176573,0.6749846,0.6287714,0.1440614,0.4975514,0.5298535,"NCConv_Cereal",5
2843,2719,0.3228994,0.7039246,0.6517905,0.1439381,0.4991873,0.5295405,"NCConv_Livestock",1
2843,2720,0.3213123,0.7056611,0.6517905,0.1438267,0.5010831,0.5292085,"NCConv_Cereal",1
2843,2721,0.3202377,0.6764996,0.6287714,0.1437331,0.5032972,0.5288893,"NCConv_Cereal",4
2843,2723,0.3184508,0.599169,0.5699403,0.1435836,0.5085782,0.5282452,"NCConv_Livestock",1
2843,2724,0.3183469,0.5711813,0.5699403,0.1435264,0.5116408,0.527886,"NCConv_Livestock",3
2843,2725,0.3187681,0.555,0.5699403,0.1437253,0.5148383,0.5274993,"Forester",0
2843,2726,0.3187681,0.5456878,0.5801339,0.1440631,0.5181216,0.5271569,"Forester",0
2843,2727,0.3187681,0.5368918,0.5801339,0.1445431,0.5219735,0.5268349,"Forester",0
2843,2728,0.3188727,0.5285578,0.5066124,0.1451643,0.5262442,0.5265407,"Forester",0
2843,2729,0.3198724,0.5206396,0.6386488,0.1459308,0.5308309,0.5258957,"NCConv_Livestock",2
2843,2730,0.3215259,0.5130976,0.5801339,0.1468217,0.5350509,0.524799,"NCConv_Livestock",5
2843,2731,0.3215259,0.5068455,0.5801339,0.1477227,0.5398554,0.5231365,"NCConv_Livestock",5
