0.28,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
0.09,0.28,0.09,0.09,0.09,0.09,0.09,0.09,0.09
0.09,0.09,0.28,0.09,0.09,0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.28,0.09,0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09,0.28,0.09,0.09,0.09,0.09
0.06,0.06,0.06,0.06,0.06,0.28,0.11,0.2,0.11
0.06,0.06,0.06,0.06,0.06,0.11,0.28,0.11,0.2
0.06,0.06,0.06,0.06,0.06,0.2,0.11,0.28,0.11
0.06,0.06,0.06,0.06,0.06,0.11,0.2,0.11,0.28
