"aftParamId","givingInDistributionMean","givingInDistributionSD","givingUpDistributionMean","givingUpDistributionSD","serviceLevelNoiseMin","serviceLevelNoiseMax","givingUpProb","allocationProbability","productionCsvFile"
0,1,0.03,0,0.03,0,0.1,0.2,1,"setB/production/NCConv_Livestock.csv"
1,1,0.03,0,0.03,0,0.1,0.2,0.3,"setB/production/NCConv_Livestock.csv"
2,1,0.03,0,0.03,0,0.1,0.2,0.1,"setB/production/NCConv_Livestock.csv"
