0.26,0.13,0.13,0.13,0.07,0.07,0.07,0.07,0.07
0.13,0.26,0.13,0.13,0.07,0.07,0.07,0.07,0.07
0.13,0.13,0.26,0.13,0.07,0.07,0.07,0.07,0.07
0.13,0.13,0.13,0.26,0.07,0.07,0.07,0.07,0.07
0.09,0.09,0.09,0.09,0.28,0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09,0.09,0.28,0.09,0.09,0.09
0.09,0.09,0.09,0.09,0.09,0.09,0.28,0.09,0.09
0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.28,0.09
0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.28
